[2.33333, 3.0, 3.16667, 3.16667, 3.33333, 3.83333, 3.83333, 4.0, 4.0, 4.0, 4.33333, 4.66667, 4.66667, 4.83333, 5.0, 5.16667, 5.16667, 5.16667, 5.16667, 5.16667, 5.16667, 5.16667, 5.33333, 5.33333, 5.33333, 5.33333, 5.33333, 5.33333, 5.33333, 5.5, 5.5, 5.5, 5.5, 5.66667, 5.66667, 5.66667, 5.66667, 5.66667, 5.66667, 5.83333, 5.83333, 6.0, 6.0, 6.16667, 6.16667, 6.16667, 6.33333, 6.5, 6.5, 6.5]
[3.5, 4.25, 5.25, 5.75, 6.75, 6.75, 7.5, 7.5, 7.5, 7.5, 7.75, 7.75, 8.0, 8.0, 8.5, 8.5, 8.5, 8.75, 9.0, 9.0, 9.0, 9.0, 9.25, 9.25, 9.25, 9.25, 9.25, 9.25, 9.25, 9.25, 9.25, 9.25, 9.25, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5]
[7.33333, 10.1667, 12.0, 12.1667, 14.0, 14.5, 15.6667, 16.6667, 17.3333, 17.6667, 17.8333, 18.3333, 18.6667, 18.8333, 19.0, 19.5, 19.5, 19.6667, 19.8333, 20.0, 20.1667, 20.3333, 20.5, 20.5, 20.5, 20.5, 20.5, 20.6667, 20.6667, 20.6667, 20.8333, 20.8333, 21.3333, 21.5, 21.5, 21.5, 21.5, 21.6667, 21.6667, 21.6667, 21.6667, 21.8333, 22.0, 22.1667, 22.3333, 22.5, 22.8333, 22.8333, 23.0, 23.0]
[3.28571, 4.42857, 5.28571, 5.28571, 5.71429, 6.42857, 6.42857, 7.0, 7.14286, 7.28571, 7.42857, 7.71429, 7.71429, 7.71429, 7.85714, 8.0, 8.28571, 8.28571, 8.57143, 8.57143, 8.57143, 8.57143, 8.57143, 8.71429, 8.71429, 8.85714, 8.85714, 8.85714, 9.0, 9.42857, 9.42857, 9.42857, 9.42857, 9.42857, 9.42857, 9.42857, 9.42857, 9.42857, 9.57143, 9.57143, 9.57143, 9.57143, 9.71429, 9.71429, 9.85714, 9.85714, 9.85714, 9.85714, 9.85714, 9.85714]
[2.44444, 2.77778, 3.11111, 3.44444, 3.44444, 4.0, 4.11111, 4.77778, 4.88889, 4.88889, 4.88889, 5.0, 5.22222, 5.44444, 5.55556, 5.55556, 5.55556, 5.77778, 5.77778, 5.88889, 5.88889, 6.22222, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.33333, 6.55556, 6.55556, 6.55556, 6.55556, 6.55556, 6.66667, 6.77778, 6.77778, 6.77778, 6.77778, 6.77778, 6.77778, 6.88889, 6.88889, 6.88889]
[4.5, 5.5, 5.75, 7.0, 7.75, 7.75, 8.0, 8.0, 8.0, 8.0, 8.0, 8.5, 8.75, 9.0, 9.25, 9.5, 9.5, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.5, 10.5, 10.5, 10.5, 10.75, 10.75, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.5, 11.5]
[3.22222, 3.88889, 5.0, 6.11111, 6.33333, 6.33333, 6.44444, 6.77778, 7.0, 7.22222, 7.33333, 7.44444, 7.55556, 7.55556, 7.77778, 7.77778, 7.88889, 8.11111, 8.22222, 8.22222, 8.33333, 8.33333, 8.44444, 8.44444, 8.55556, 8.77778, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.11111, 9.22222, 9.33333, 9.33333, 9.33333, 9.33333, 9.33333, 9.33333, 9.44444, 9.44444, 9.44444, 9.44444, 9.44444, 9.44444, 9.44444, 9.44444]
[5.75, 7.75, 8.5, 10.0, 10.0, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 11.0, 11.25, 12.0, 12.0, 12.25, 12.25, 12.25, 12.25, 12.25, 12.25, 12.25, 12.5, 13.25, 13.25, 13.5, 13.75, 13.75, 14.0, 14.0, 14.0, 14.0, 14.25, 14.25, 14.25, 14.5, 14.5, 14.75, 14.75, 14.75, 14.75, 14.75, 14.75, 14.75, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]
[2.0, 2.75, 3.25, 3.5, 3.5, 4.0, 4.25, 4.5, 4.75, 4.75, 4.75, 5.0, 5.0, 5.0, 5.0, 5.0, 5.25, 5.25, 5.25, 5.25, 5.5, 5.5, 5.5, 5.5, 5.5, 5.5, 5.5, 5.5, 5.5, 5.5, 5.5, 5.5, 5.75, 5.75, 5.75, 5.75, 5.75, 5.75, 5.75, 5.75, 5.75, 5.75, 5.75, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]
[5.0, 7.0, 8.0, 8.25, 8.75, 9.25, 9.75, 9.75, 10.0, 10.0, 10.0, 10.0, 10.25, 10.5, 10.5, 10.5, 10.5, 10.5, 11.0, 11.0, 11.0, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75, 11.75]
[3.25, 4.0, 4.25, 4.75, 5.0, 5.5, 5.5, 5.75, 5.75, 5.75, 5.75, 5.75, 6.0, 6.5, 6.5, 6.5, 7.0, 7.25, 7.5, 7.5, 7.5, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.25, 8.25, 8.25, 8.25, 8.25, 8.25, 8.25, 8.25, 8.25, 8.25, 8.25, 8.25]
[4.0, 5.83333, 6.5, 7.5, 8.33333, 8.66667, 9.0, 9.16667, 9.33333, 9.5, 9.5, 9.5, 9.66667, 9.66667, 9.66667, 9.66667, 9.66667, 9.66667, 9.83333, 9.83333, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.3333, 10.3333, 10.3333, 10.3333, 10.3333, 10.3333, 10.3333, 10.3333, 10.5, 10.5, 10.5, 10.5, 10.6667, 10.6667, 10.6667, 10.6667, 10.6667, 10.6667, 10.6667, 11.0, 11.0, 11.0, 11.0]
[2.71429, 4.0, 4.57143, 5.0, 5.57143, 5.85714, 6.14286, 6.28571, 6.42857, 6.42857, 6.42857, 6.42857, 6.57143, 6.57143, 6.57143, 6.57143, 6.71429, 6.71429, 6.71429, 6.71429, 6.71429, 6.85714, 6.85714, 6.85714, 6.85714, 6.85714, 7.0, 7.0, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.14286, 7.42857, 7.42857, 7.42857, 7.42857, 7.42857, 7.42857, 7.42857, 7.42857, 7.42857, 7.42857]
[3.44444, 4.77778, 5.22222, 5.77778, 6.33333, 6.44444, 6.66667, 6.88889, 7.22222, 7.22222, 7.22222, 7.44444, 7.44444, 7.55556, 7.66667, 7.66667, 7.77778, 7.88889, 8.0, 8.22222, 8.22222, 8.22222, 8.33333, 8.44444, 8.55556, 8.66667, 8.66667, 8.77778, 9.0, 9.0, 9.11111, 9.22222, 9.33333, 9.33333, 9.44444, 9.44444, 9.44444, 9.66667, 9.66667, 9.66667, 9.66667, 9.66667, 9.77778, 9.88889, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
[5.0, 6.66667, 7.66667, 8.0, 8.66667, 8.83333, 9.83333, 10.1667, 10.6667, 11.5, 11.8333, 11.8333, 11.8333, 12.0, 12.3333, 12.6667, 13.3333, 13.3333, 13.5, 13.6667, 13.8333, 13.8333, 13.8333, 13.8333, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.1667, 14.3333, 14.3333, 14.3333, 14.3333, 14.3333]
[3.0, 3.75, 4.75, 5.0, 5.25, 5.5, 5.5, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.25, 6.25, 6.5, 6.5, 6.5, 6.75, 7.0, 7.0, 7.0, 7.0, 7.25, 7.25, 7.25, 7.25, 7.25, 7.25, 7.25, 7.25, 7.25, 7.25, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75, 7.75]
